# r Xi(r) Xi(r)-ShotNoise
# z = 1
0.000000000000000000e+00 6.960109252929687500e+02 -3.315161065116905374e+05
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
7.812500000000000000e+00 -1.099578539530436272e+00 -3.322132170155230560e+05
nan nan nan
nan nan nan
nan nan nan
3.554268261424282400e+02 3.492434819539388165e-03 -3.322121139445487061e+05
3.564833319981892714e+02 -6.849374622106552124e-03 -3.322121242863581283e+05
3.574650285396618301e+02 4.456546922393192674e-03 -3.322121129804365919e+05
3.584779816056254163e+02 -5.286362535672677401e-03 -3.322121227233460522e+05
3.595260857171743964e+02 -1.572334716449876740e-03 -3.322121190093182377e+05
3.605048211904672257e+02 1.164783015210404298e-03 -3.322121162722004810e+05
3.615443075710547873e+02 1.508156331987644269e-03 -3.322121159288272029e+05
3.625052233161236472e+02 -7.483785466630329605e-03 -3.322121249207689543e+05
3.635354059007432852e+02 2.026654228016182020e-03 -3.322121154103292502e+05
3.645086746302616802e+02 6.160052020666407016e-03 -3.322121112769314786e+05
3.654913578879069860e+02 -5.056996063645837099e-03 -3.322121224939795793e+05
3.664656391226367873e+02 9.618413783771135586e-04 -3.322121164751421311e+05
3.675135060058317436e+02 -1.279452998016132994e-03 -3.322121187164364965e+05
3.684766199593591978e+02 -7.163940656064736760e-04 -3.322121181533775525e+05
3.694990757533482224e+02 8.202588274365379614e-03 -3.322121092343952041e+05
3.704602275240248446e+02 1.469143922778143405e-03 -3.322121159678396070e+05
3.715433140610203395e+02 1.873349300538650671e-03 -3.322121155636342010e+05
3.725261336853182570e+02 -2.812129243942921002e-03 -3.322121202491127769e+05
3.734999362660103088e+02 2.384200658387337652e-03 -3.322121150527828722e+05
3.744204982939220372e+02 3.439296711058843856e-03 -3.322121139976867707e+05
3.754980766669853551e+02 5.295401797705875241e-03 -3.322121121415817179e+05
3.764619036639178375e+02 6.724670786916474123e-03 -3.322121107123127440e+05
3.774796233967663852e+02 5.003550287448998551e-05 -3.322121173869480263e+05
3.784718971800005534e+02 4.985108900298342201e-03 -3.322121124518745928e+05
3.794238277207936676e+02 -9.245630394807188152e-03 -3.322121266826139181e+05
3.804993567745115115e+02 -3.682387526201438398e-03 -3.322121211193710333e+05
3.815373202416204776e+02 1.904772558519917053e-03 -3.322121155322109698e+05
3.824890336369685429e+02 -3.284617069419252123e-03 -3.322121207216006005e+05
3.834790100906834596e+02 5.749212860157995250e-04 -3.322121168620622484e+05
3.844884957918556552e+02 -6.155298602196477599e-04 -3.322121180525133386e+05
3.855057954576280395e+02 6.254975442533139982e-04 -3.322121168114859611e+05
3.865485107229334858e+02 -2.392359461819461297e-03 -3.322121198293429916e+05
3.875249259111550373e+02 -2.619149028391077987e-03 -3.322121200561325531e+05
3.885145661941682533e+02 9.211208844425701481e-03 -3.322121082257746602e+05
3.894827854551118094e+02 -1.445752793344958105e-03 -3.322121188827363076e+05
3.905609521511456705e+02 -1.797710731832173094e-03 -3.322121192346942262e+05
3.914643892367210469e+02 -4.284040932589498925e-04 -3.322121178653875832e+05
3.925422725430698279e+02 6.009936883577356908e-04 -3.322121168359898147e+05
3.934659104206152733e+02 1.812825188834286212e-03 -3.322121156241582939e+05
3.944703835986909439e+02 7.535052441415332871e-04 -3.322121166834782343e+05
3.954926843475877263e+02 -1.465929530517399689e-03 -3.322121189029130619e+05
3.965264661139701730e+02 1.235405078430444831e-03 -3.322121162015784066e+05
3.975363285533168778e+02 -3.705841198302151692e-03 -3.322121211428247043e+05
3.984638304371335948e+02 -2.456473149979168658e-03 -3.322121198934566346e+05
3.994572929486836301e+02 3.072644659010424165e-03 -3.322121143643388641e+05
4.005324602762858035e+02 4.048415770133336096e-03 -3.322121133885677555e+05
4.015055226045496397e+02 -1.313972122528973786e-03 -3.322121187509556185e+05
4.024388854617164384e+02 -1.393932553510817329e-03 -3.322121188309160643e+05
4.034904533054517515e+02 -6.665268286030841174e-04 -3.322121181035103509e+05
4.044608479405308685e+02 -1.502276842927073607e-04 -3.322121175872111926e+05
4.054744532194068825e+02 -3.195078842502703520e-04 -3.322121177564914105e+05
4.064128923615651274e+02 -2.943490062520316610e-03 -3.322121203804735560e+05
4.074642171223958371e+02 7.623763777251936838e-03 -3.322121098132197512e+05
4.084370497483473628e+02 -3.827960430047450818e-03 -3.322121212649439112e+05
4.095025956449453020e+02 -3.492793144538388749e-03 -3.322121209297766327e+05
4.104907181777793994e+02 2.553545953842579087e-03 -3.322121148834375781e+05
4.114954579162597383e+02 7.967439790566762650e-05 -3.322121173573090928e+05
4.125360181254725376e+02 -3.008296092351277489e-04 -3.322121177378130960e+05
4.135150841309545626e+02 3.532576514498764718e-03 -3.322121139044070151e+05
4.144992423809056845e+02 -4.463693254329835318e-03 -3.322121219006767496e+05
4.155068847288013671e+02 -4.421748726616078588e-03 -3.322121218587322510e+05
4.164663196241999117e+02 -2.392273590746653734e-03 -3.322121198292570771e+05
4.174821907807536832e+02 4.122835281896662304e-03 -3.322121133141482132e+05
4.185206582247636788e+02 -6.700718333955445367e-03 -3.322121241377018159e+05
4.195874403458208803e+02 -4.389601045162790094e-03 -3.322121218265845673e+05
4.204764736399931166e+02 6.761171069799684543e-04 -3.322121167608664255e+05
4.214582753261614698e+02 -1.440627499651156267e-03 -3.322121188776110066e+05
4.224842243130359520e+02 -2.045657498266560594e-03 -3.322121194826409919e+05
4.234814423058420516e+02 -4.496361821743067623e-03 -3.322121219333453337e+05
4.245131793244515279e+02 -1.451526384073629746e-03 -3.322121188885098672e+05
4.254657233445403222e+02 4.488068038155981418e-03 -3.322121129489154555e+05
4.265292528583352123e+02 1.197259478847750728e-03 -3.322121162397240405e+05
4.275070749918619981e+02 4.712086811400296657e-03 -3.322121127248966950e+05
4.284849099260035814e+02 1.145744517566711900e-03 -3.322121162912389846e+05
4.295516463164311176e+02 -7.425716728161853904e-04 -3.322121181795551674e+05
4.305345670729041672e+02 9.782858413281581445e-04 -3.322121164586976520e+05
4.314534352620442519e+02 2.840773668140172958e-04 -3.322121171529061394e+05
4.324549879916878581e+02 1.304671312718428455e-05 -3.322121174239367829e+05
4.335630315826372794e+02 2.472694695248086206e-04 -3.322121171897140448e+05
4.345512480314787354e+02 7.776877364596804535e-04 -3.322121166592957452e+05
4.355203373152325526e+02 -6.353142489103457378e-03 -3.322121237901260029e+05
4.365389403140906097e+02 8.194977135369272206e-04 -3.322121166174857644e+05
4.374713275739214282e+02 1.307726889725789945e-03 -3.322121161292566103e+05
4.384877209455487446e+02 5.175920813730832369e-03 -3.322121122610627208e+05
4.395152047308743590e+02 -4.734543605624693535e-03 -3.322121221715271240e+05
4.405319706545037661e+02 -3.378603417994612435e-03 -3.322121208155869390e+05
4.414746956347127025e+02 6.937495630500331752e-03 -3.322121104994878988e+05
4.424820257822672716e+02 -3.594414464065006677e-03 -3.322121210313979536e+05
4.434870689755394437e+02 -1.113852148964291451e-03 -3.322121185508356430e+05
4.444416820910549859e+02 1.858463213425274067e-03 -3.322121155785202864e+05
4.455068340295032954e+02 1.625142047245649009e-03 -3.322121158118414460e+05
4.465450056336766806e+02 1.186379104209460715e-03 -3.322121162506043911e+05
4.474953855094262849e+02 -1.531530066398577522e-03 -3.322121189685135614e+05
4.485007881164550554e+02 1.257004423273934282e-03 -3.322121161799790571e+05
4.495335729655711816e+02 -1.209491761823961592e-03 -3.322121186464752536e+05
4.505371015289260868e+02 -6.192239410674090644e-03 -3.322121236292229150e+05
4.515255129254601343e+02 -6.394306459038505766e-03 -3.322121238312899368e+05
4.524951716775426007e+02 1.217281376874005408e-04 -3.322121173152553965e+05
4.535078196256354772e+02 1.381172289688621354e-03 -3.322121160558112315e+05
4.544763220398869521e+02 3.293668554855551074e-04 -3.322121171076166793e+05
4.554856799732555146e+02 -1.418595512708028085e-03 -3.322121188555789995e+05
4.565182484747136868e+02 3.473950435428557748e-03 -3.322121139630330727e+05
4.574827820166152605e+02 -3.263361313763786867e-03 -3.322121207003447926e+05
4.585480114286414732e+02 -6.834824298049947764e-04 -3.322121181204659515e+05
4.595421679250176226e+02 6.296991187835407865e-04 -3.322121168072844157e+05
4.604341144569174844e+02 3.261778377792210176e-03 -3.322121141752051190e+05
4.614815871863613097e+02 -1.960848900755095411e-04 -3.322121176330684102e+05
4.625288024652199397e+02 3.017347326369884653e-04 -3.322121171352487872e+05
4.635044343452514681e+02 2.388874879864414432e-03 -3.322121150481086224e+05
4.645121446240767682e+02 -1.862462392279025294e-03 -3.322121192994458834e+05
4.655088482972091697e+02 1.310852512849115760e-03 -3.322121161261309753e+05
4.665074164240614891e+02 -9.126421040708914117e-04 -3.322121183496256126e+05
4.675289548422403527e+02 -4.497139158264258293e-03 -3.322121219341226388e+05
4.684749123569334301e+02 -1.561986285991574840e-03 -3.322121189989697887e+05
4.694914415757432948e+02 -1.160408524300554720e-03 -3.322121185973920510e+05
4.704875651127150036e+02 1.953118822487796401e-03 -3.322121154838646762e+05
4.715292225659378005e+02 3.520564658208914354e-03 -3.322121139164188644e+05
4.724749591064453398e+02 -4.211624066034952755e-04 -3.322121178581459098e+05
4.735222387466838541e+02 -1.095445238970180245e-03 -3.322121185324287508e+05
4.744616851806640625e+02 -4.330708756801765306e-03 -3.322121217676922679e+05
4.754386366752729032e+02 1.313729451049486198e-03 -3.322121161232540617e+05
4.764716984503659774e+02 2.487571183484151103e-03 -3.322121149494122947e+05
4.774597114114200167e+02 2.382099628448486328e-03 -3.322121150548838777e+05
4.784998662429304659e+02 3.603800865833389246e-03 -3.322121138331826660e+05
4.795276732959335391e+02 -7.760326353480203991e-03 -3.322121251973098842e+05
4.805445301458027529e+02 4.641959470221799187e-03 -3.322121127950240625e+05
4.815542643151808875e+02 3.137330742994339904e-03 -3.322121142996527487e+05
4.825791772614484785e+02 -1.049419544028036165e-03 -3.322121184864030220e+05
4.835348145679761274e+02 6.317991723296462886e-03 -3.322121111189918010e+05
4.845527369694806339e+02 -5.509510979431130398e-03 -3.322121229464944918e+05
4.855081309544220858e+02 1.830593926912652252e-03 -3.322121156063895905e+05
4.864904309151521034e+02 5.723760898621454854e-04 -3.322121168646074366e+05
4.874924288379902464e+02 -4.051431861458992660e-04 -3.322121178421266959e+05
4.884710235405206618e+02 2.640831634197639884e-03 -3.322121147961518727e+05
4.895182814667190314e+02 1.876080237724930691e-03 -3.322121155609032721e+05
4.905174580468071781e+02 1.308212677637736075e-03 -3.322121161287708092e+05
4.914893036918279563e+02 2.952046079030725377e-03 -3.322121144849374541e+05
4.925139686085041149e+02 -4.488675700772530412e-03 -3.322121219256591867e+05
4.935229412609067481e+02 2.327349206471648630e-03 -3.322121151096342946e+05
4.945838425388539576e+02 -3.379798303153874230e-03 -3.322121208167818259e+05
4.955257912938616869e+02 5.650698745988888723e-03 -3.322121117862847750e+05
4.965664383594619835e+02 2.650684679434196344e-03 -3.322121147862988291e+05
4.975033603180258410e+02 1.076579018816980994e-03 -3.322121163604044705e+05
4.984479542822386975e+02 -2.543975761280724193e-03 -3.322121199809592799e+05
4.994945792230431039e+02 -8.758502305993711530e-04 -3.322121183128337143e+05
5.004870569866487244e+02 3.643580042276551179e-03 -3.322121137934034923e+05
5.014240523428287020e+02 2.453922175761288644e-03 -3.322121149830613285e+05
5.024379234535492174e+02 -2.797628252071508986e-03 -3.322121202346117352e+05
5.034712995377378775e+02 6.074505006290774334e-03 -3.322121113624785212e+05
5.044896614736617835e+02 -2.519245289232088618e-03 -3.322121199562288239e+05
5.054814332326253066e+02 1.239902540749194529e-03 -3.322121161970809917e+05
5.065009290534497950e+02 4.002075346689375895e-03 -3.322121134349081549e+05
5.075019812474354808e+02 7.706795547016340436e-04 -3.322121166663039476e+05
5.084713763916155926e+02 2.876849715299282378e-03 -3.322121145601337776e+05
5.094933748200465971e+02 1.804660463556997073e-03 -3.322121156323230243e+05
5.105135109003559251e+02 2.400858399760885057e-03 -3.322121150361251202e+05
5.115455513451398133e+02 -3.494496041155876163e-03 -3.322121209314795560e+05
5.124789323161419361e+02 3.455222997450290746e-03 -3.322121139817605144e+05
5.135327773266815257e+02 1.833930146530475145e-03 -3.322121156030533602e+05
5.144417108927231084e+02 3.509154486343850181e-03 -3.322121139278290211e+05
5.154855176774182155e+02 -6.234796140900874216e-03 -3.322121236717796419e+05
5.165229121072543421e+02 -2.438422781895607273e-03 -3.322121198754062643e+05
5.175320687625377332e+02 -8.664667536148053066e-04 -3.322121183034502319e+05
5.185239229591943513e+02 -3.932149179520145511e-03 -3.322121213691327139e+05
5.195931252694797422e+02 5.596177647363870765e-03 -3.322121118408058537e+05
5.205497605942234713e+02 -3.847606832330877340e-03 -3.322121212845903356e+05
5.214550550861779357e+02 3.554388482673104515e-03 -3.322121138825950329e+05
5.224571817758920815e+02 4.395663201271950669e-03 -3.322121130413202918e+05
5.234849283710003647e+02 -2.356354627842955208e-04 -3.322121176726189442e+05
5.244528010002920837e+02 -3.983700386831693155e-03 -3.322121214206839213e+05
5.254763702613034866e+02 -4.978151882396024408e-03 -3.322121224151353817e+05
5.265563954035441157e+02 3.475613643725713152e-03 -3.322121139613698469e+05
5.274855454518244642e+02 -1.231588996373690192e-03 -3.322121186685725115e+05
5.284743351264287412e+02 -1.876090463642572648e-03 -3.322121193130739848e+05
5.294813449313571709e+02 5.721813923603779467e-03 -3.322121117151695653e+05
5.305649974498113579e+02 2.411810610836263424e-03 -3.322121150251728832e+05
5.315357806878051861e+02 -1.607190763022041152e-04 -3.322121175977025996e+05
5.325584145883412930e+02 1.673148350837903170e-03 -3.322121157638351433e+05
5.335050624906660914e+02 -1.273385512786099532e-03 -3.322121187103690463e+05
5.345024610114819552e+02 -9.731334869307700598e-04 -3.322121184101169929e+05
5.355080454341700715e+02 -4.851031173122384924e-03 -3.322121222880146815e+05
5.365001953781292059e+02 -1.902709596900529695e-03 -3.322121193396931048e+05
5.374891548118781657e+02 -4.568262717024010496e-03 -3.322121220052462304e+05
5.384930285715917080e+02 1.482128121002375745e-03 -3.322121159548553987e+05
5.394577575668331519e+02 -4.506675622915738873e-03 -3.322121219436591491e+05
5.404853809364213930e+02 -5.349658650054029026e-03 -3.322121227866421686e+05
5.415522127747211698e+02 -2.315056576539743696e-03 -3.322121197520400747e+05
5.425193782124949848e+02 -6.650802070484196100e-04 -3.322121181020637159e+05
5.434581288809728221e+02 -3.720741982411856792e-03 -3.322121211577255162e+05
5.444424986883692554e+02 -1.290694517352283625e-03 -3.322121187276780256e+05
5.455214780699839139e+02 2.525923731989753764e-03 -3.322121149110597908e+05
5.465121519105289281e+02 5.451840538960850673e-04 -3.322121168917994364e+05
5.474921800961431018e+02 -2.292587608858471897e-03 -3.322121197295711027e+05
5.485221858892000455e+02 3.892555583777563850e-03 -3.322121135444279062e+05
5.495126951381138269e+02 -1.099844887143089671e-03 -3.322121185368283768e+05
5.505426853638899729e+02 -2.396636695786575656e-03 -3.322121198336202069e+05
5.515262352332437104e+02 -3.154255819658861090e-03 -3.322121205912393052e+05
5.524848384462553668e+02 -1.534379542559042827e-03 -3.322121189713630592e+05
5.534982706705728788e+02 -3.119176325171885058e-03 -3.322121205561598181e+05
5.545142671743285518e+02 6.846779530605247776e-04 -3.322121167523055337e+05
5.554692682043298646e+02 -2.163703565473680361e-03 -3.322121196006870596e+05
5.564752811107759953e+02 -1.148077007991815711e-03 -3.322121185850605252e+05
5.575697038714712335e+02 2.780860720705908163e-03 -3.322121146561228088e+05
5.584608530195932872e+02 1.068011793509992960e-03 -3.322121163689717068e+05
5.594848479433998136e+02 3.236333323266222042e-03 -3.322121142006501905e+05
5.604894528636874611e+02 1.906065522834552318e-03 -3.322121155309180031e+05
5.615139734637748461e+02 1.722215620939396719e-03 -3.322121157147678896e+05
5.625564428456817723e+02 5.166854432283485288e-03 -3.322121122701290878e+05
5.635318275497769491e+02 7.383108471560511981e-04 -3.322121166986726457e+05
5.645371231922279094e+02 -8.095277609459644325e-04 -3.322121182465112652e+05
5.655088951718794306e+02 4.970433000228487597e-04 -3.322121169399401988e+05
5.664612697856894101e+02 -2.859257192430267498e-03 -3.322121202962407260e+05
5.675240748087564953e+02 1.495837420225143389e-03 -3.322121159411460976e+05
5.684883247389965391e+02 -1.558109411026087745e-03 -3.322121189950929256e+05
5.694918329391621228e+02 -3.545958680591547625e-03 -3.322121209829421714e+05
5.705109955796531267e+02 3.319910169324015881e-03 -3.322121141170733608e+05
5.714567407906685048e+02 1.542244475123747110e-03 -3.322121158947390504e+05
5.724726464752822039e+02 -2.554060582564085871e-03 -3.322121199910441064e+05
5.734938577244424778e+02 -6.014884027660402036e-04 -3.322121180384719046e+05
5.745256167785432808e+02 1.174703557754637484e-04 -3.322121173195131705e+05
5.754539749771090555e+02 -3.006874983748437837e-03 -3.322121204438584973e+05
5.765304135094554567e+02 -4.528464447141318061e-04 -3.322121178898299695e+05
5.774914862171757477e+02 -2.248391461142389657e-03 -3.322121196853749570e+05
5.784604286392794847e+02 2.112959234647517753e-03 -3.322121153240242857e+05
5.795017482295180571e+02 1.321614014379905938e-03 -3.322121161153694848e+05
5.805447616577148438e+02 6.153029600779215402e-03 -3.322121112839538837e+05
5.815173053374992378e+02 -3.216587940924558239e-03 -3.322121206535714446e+05
5.824436134768523061e+02 -8.938709894816080368e-04 -3.322121183308545151e+05
5.834821161326476613e+02 -1.954039843273565422e-03 -3.322121193910233560e+05
5.845104555309328589e+02 -1.492292656857743208e-03 -3.322121189292761846e+05
5.855434650691447587e+02 -5.733624056548620269e-04 -3.322121180103459046e+05
5.865566082870751643e+02 8.484787193306705803e-05 -3.322121173521356541e+05
5.874828784090258296e+02 -1.083644100161262457e-03 -3.322121185206276132e+05
5.884470447059768503e+02 2.216124187296235684e-03 -3.322121152208592976e+05
5.894777800159105254e+02 -3.702425964507359253e-05 -3.322121174740077695e+05
5.905057530433126658e+02 2.641668431092679577e-03 -3.322121147953150794e+05
5.915517330747661617e+02 1.301305402408946656e-03 -3.322121161356780794e+05
5.924837013818884088e+02 -1.947546902523245894e-03 -3.322121193845304078e+05
5.934781556798856172e+02 -2.319726961663127422e-03 -3.322121197567104828e+05
5.944503776190792905e+02 4.068985451370426068e-03 -3.322121133679980412e+05
5.954721241461013506e+02 -1.064895520913542934e-03 -3.322121185018790420e+05
5.965106992877344965e+02 -1.739757529420831589e-03 -3.322121191767410492e+05
5.974629018121769377e+02 -5.527571135876225422e-03 -3.322121229645546409e+05
5.984684573253953204e+02 -9.869319846831172988e-04 -3.322121184239154682e+05
5.995067804791600565e+02 8.997505187181450666e-05 -3.322121173470084323e+05
6.005025839337084790e+02 1.232271133156628362e-03 -3.322121162047123653e+05
6.014509049583166416e+02 -1.974945505079243109e-04 -3.322121176344780833e+05
6.024899660834355473e+02 4.915384901221482930e-05 -3.322121173878296395e+05
6.034943725585937955e+02 -5.513705147637261612e-03 -3.322121229506886448e+05
6.044773107458044024e+02 5.411565254745169529e-03 -3.322121120254182606e+05
6.054592978337541354e+02 2.418866695439643791e-03 -3.322121150181168341e+05
6.064779794702033087e+02 1.360560574614417921e-03 -3.322121160764229135e+05
6.075033541849907124e+02 -2.864067391317675184e-04 -3.322121177233902272e+05
6.084928037003719510e+02 -9.288528971546768055e-04 -3.322121183658363880e+05
6.095143042831211915e+02 3.264370282289978231e-03 -3.322121141726132482e+05
6.104997855944511684e+02 -5.269216376372232169e-03 -3.322121227061998798e+05
6.115017252493895512e+02 1.613864730690229904e-03 -3.322121158231187728e+05
6.124931169941987719e+02 -1.483896413347722976e-03 -3.322121189208799042e+05
6.135030570081485166e+02 9.776478074028829412e-04 -3.322121164593357244e+05
6.144560226349370851e+02 1.845441307659750722e-03 -3.322121155915422132e+05
6.154621392420900747e+02 -2.983699670274061327e-03 -3.322121204206831753e+05
6.164976161916143838e+02 -2.393356559846317871e-03 -3.322121198303400888e+05
6.175553747792799868e+02 9.659247988516485176e-04 -3.322121164710586891e+05
6.185080880194353767e+02 3.602293517691957346e-03 -3.322121138346900116e+05
6.194979126155814129e+02 -1.286446347985848696e-04 -3.322121175656281412e+05
6.205247860211427451e+02 -6.436968776320841322e-03 -3.322121238739523105e+05
6.214750809084390539e+02 3.250815902931102931e-03 -3.322121141861676006e+05
6.224794751465856280e+02 4.451841260123104481e-04 -3.322121169917993830e+05
6.235085995218565813e+02 1.836895846005677253e-03 -3.322121156000876799e+05
6.244808002048068829e+02 9.595148472322358266e-04 -3.322121164774686331e+05
6.254739437590761781e+02 -2.049584512310010948e-03 -3.322121194865680300e+05
6.264956007290236357e+02 9.051540395715734766e-04 -3.322121165318294661e+05
6.275177915835949989e+02 3.494933717887708027e-03 -3.322121139420497930e+05
6.285331874125067770e+02 -1.856418282773013425e-03 -3.322121192934017745e+05
6.295202912647062021e+02 2.653035465748813417e-03 -3.322121147839480545e+05
6.304952319707625747e+02 4.734181058712494568e-03 -3.322121127028024639e+05
6.314802794807683313e+02 1.341495354608233026e-03 -3.322121160954881343e+05
6.324937385627815729e+02 3.990399825561034407e-04 -3.322121170379435061e+05
6.334551654321759315e+02 2.390692385103420324e-03 -3.322121150462911464e+05
6.345446427791176802e+02 -2.530156454872853778e-03 -3.322121199671399663e+05
6.355364984467273644e+02 -3.070142700916200177e-03 -3.322121205071262084e+05
6.364903908306862377e+02 -3.820077665559538319e-03 -3.322121212570611970e+05
6.375331174240899372e+02 5.618593537111052534e-03 -3.322121118183899671e+05
6.385155324696462458e+02 -2.513673708036348424e-03 -3.322121199506571866e+05
6.394899717778931745e+02 -4.007535644724399305e-03 -3.322121214445191436e+05
6.405400133138600722e+02 -9.744481347201720215e-04 -3.322121184114316129e+05
6.414697595294281882e+02 -1.954484830623248823e-03 -3.322121193914683536e+05
6.424617606851671781e+02 -1.783417316163282218e-03 -3.322121192204008112e+05
6.434994788100203778e+02 -2.623464956701514281e-03 -3.322121200604484766e+05
6.445019363990196553e+02 1.183290416613603244e-03 -3.322121162536930642e+05
6.455028879197977858e+02 -1.791468279509894667e-03 -3.322121192284518038e+05
6.465194160360596243e+02 3.512981529627952695e-03 -3.322121139240019838e+05
6.474883870254328713e+02 -7.214972082479501145e-05 -3.322121175091332407e+05
6.484736593054982450e+02 -2.257613012062952527e-03 -3.322121196945965057e+05
6.495049280102811053e+02 -1.662184491919762230e-03 -3.322121190991679905e+05
6.504733131479183612e+02 -3.385117440335531913e-04 -3.322121177754952223e+05
6.514616142443261424e+02 1.441837935748986176e-03 -3.322121159951455775e+05
6.524839450463898629e+02 -7.781144160734836340e-05 -3.322121175147949252e+05
6.535014942956348705e+02 2.010715953887454860e-03 -3.322121154262675554e+05
6.545120562877239081e+02 1.687203612283011368e-03 -3.322121157497799140e+05
6.555464379956459879e+02 -3.231244928696576108e-03 -3.322121206682284246e+05
6.565024528615285817e+02 2.433864298920244452e-03 -3.322121150031192228e+05
6.574853631052029641e+02 2.152444554024002341e-03 -3.322121152845389443e+05
6.584774712456596717e+02 -1.956131187247862457e-03 -3.322121193931146991e+05
6.594902480170418357e+02 4.682149982968689984e-03 -3.322121127548335353e+05
6.604916239533811222e+02 -2.248134042424925654e-04 -3.322121176617969177e+05
6.615334852399869305e+02 -1.093214903122339404e-03 -3.322121185301984078e+05
6.624399634564557573e+02 -2.113840838204933924e-03 -3.322121195508243400e+05
6.634517927656037273e+02 -3.442647261006908429e-03 -3.322121208796307910e+05
6.644969832546026964e+02 -6.398776904267188155e-03 -3.322121238357604016e+05
6.655119569893219023e+02 3.709125389836784130e-03 -3.322121137278581155e+05
6.665593354468252301e+02 -1.277501008757690000e-03 -3.322121187144845026e+05
6.675336076325061185e+02 4.848682050208451971e-03 -3.322121125883014756e+05
6.685160725474869423e+02 1.400340694896823595e-03 -3.322121160366428085e+05
6.694969067851071713e+02 -2.493490617741983550e-03 -3.322121199304741458e+05
6.704995471639758762e+02 -1.474095047635496812e-04 -3.322121175843930105e+05
6.715032347918235018e+02 -1.692562801898931475e-03 -3.322121191295463359e+05
6.724755334663934718e+02 3.730192483320534866e-03 -3.322121137067910167e+05
6.734397129521343004e+02 1.858470166949394934e-03 -3.322121155785133597e+05
6.744638371656590152e+02 -2.259243301480834409e-03 -3.322121196962267859e+05
6.754426754324776994e+02 1.954113793751550109e-03 -3.322121154828697327e+05
6.765188246341488139e+02 3.587409672563004158e-03 -3.322121138495738269e+05
6.775297105577257071e+02 -2.368330176359687792e-03 -3.322121198053137050e+05
6.785213876808370514e+02 1.242756240193773100e-03 -3.322121161942272447e+05
6.794864314540598116e+02 8.224924031101441945e-04 -3.322121166144910967e+05
6.805157242423488242e+02 -1.309191739117657616e-03 -3.322121187461752561e+05
6.815067448307427185e+02 -8.874128656247960928e-04 -3.322121183243963751e+05
6.824826796932910611e+02 -2.264970734473620263e-04 -3.322121176634805743e+05
6.834788840028661525e+02 1.024634566924667546e-03 -3.322121164123489289e+05
6.845079469596619219e+02 -1.015726676702661353e-03 -3.322121184527101577e+05
6.855306747574712745e+02 -1.796893721047528741e-04 -3.322121176166728837e+05
6.865133723237687491e+02 6.020287543942895534e-04 -3.322121168349547661e+05
6.875026894255753405e+02 -2.078966113843117892e-03 -3.322121195159496274e+05
6.885010192742055324e+02 -1.892528204618834338e-03 -3.322121193295117118e+05
6.894737539684281273e+02 2.598711316207523783e-03 -3.322121148382722167e+05
6.904919580334639022e+02 1.003971648009952108e-03 -3.322121164330118336e+05
6.914925261312008615e+02 -3.227311954360892032e-03 -3.322121206642954494e+05
6.924862306886965371e+02 -1.634217024565458917e-03 -3.322121190712005482e+05
6.935223244749469131e+02 1.346043451332751663e-03 -3.322121160909400787e+05
6.944993843334559642e+02 3.959686734010967263e-04 -3.322121170410148334e+05
6.954912950470397845e+02 -9.993044265028698178e-04 -3.322121184362879139e+05
6.964654371385905733e+02 -7.144979454476430535e-03 -3.322121245819629403e+05
6.975356452657283626e+02 2.247915801588808854e-03 -3.322121151890677284e+05
6.985111128194951107e+02 -1.735604584896668391e-03 -3.322121191725881072e+05
6.995113336044125845e+02 1.660943237912923531e-03 -3.322121157760402421e+05
7.005419690271731952e+02 -5.951365055046691725e-04 -3.322121180321199936e+05
7.015648863784909963e+02 2.048748528237730876e-03 -3.322121153882349608e+05
7.025138840394165527e+02 -8.933476821596322316e-04 -3.322121183303311700e+05
7.035129257199847643e+02 1.629974809352349426e-03 -3.322121158070086967e+05
7.044996690411434201e+02 -1.639510835071219044e-03 -3.322121190764943603e+05
7.055019974880161726e+02 4.796746557792730902e-04 -3.322121169573088409e+05
7.065423793916505701e+02 1.289994034443633095e-03 -3.322121161469894578e+05
7.075059820213099329e+02 -1.578026692554691023e-05 -3.322121174527637777e+05
7.084748850917198979e+02 -1.446897320576375553e-04 -3.322121175816732575e+05
7.095092581892861290e+02 1.486967708349091035e-03 -3.322121159500157810e+05
7.105081648789879409e+02 -5.009008956446355833e-03 -3.322121224459924852e+05
7.114856799347231799e+02 -4.668824017198398949e-05 -3.322121174836717546e+05
7.124979579660719082e+02 -1.091078650452115446e-03 -3.322121185280621285e+05
7.134614438657407618e+02 3.000891944508493874e-03 -3.322121144360915641e+05
7.144655859676407772e+02 -2.496183386823009730e-03 -3.322121199331668904e+05
7.154595623696715165e+02 -7.086227594119889200e-04 -3.322121181456062477e+05
7.164951770133350237e+02 -1.064603701060190706e-03 -3.322121185015871888e+05
7.175014506927418552e+02 4.437894536404754877e-04 -3.322121169931940385e+05
7.185531372922735045e+02 5.899552726772787315e-04 -3.322121168470282573e+05
7.195221844841452139e+02 -4.801325761202326382e-03 -3.322121222383092390e+05
7.205164077732343912e+02 3.475213174803418268e-03 -3.322121139617703157e+05
7.214928471706466553e+02 -1.849860261664893358e-03 -3.322121192868437502e+05
7.224811062050736155e+02 4.888597144383818004e-03 -3.322121125483863871e+05
